ISO code,year,value
CIV,2023,80780312569
CIV,2024,87113179149
CIV,2025,
CMR,2000,10566579295
CMR,2001,10953485349
CMR,2002,12417251350
CMR,2003,15970315035
CMR,2004,18826214136
CMR,2005,19509852207
CMR,2006,20910512975
CMR,2007,23928250433
CMR,2008,27715142033
CMR,2009,27932970317
CMR,2010,27507501821
CMR,2011,30630910495
CMR,2012,30155062329
CMR,2013,33728621180
CMR,2014,36386544706
CMR,2015,32210233020
CMR,2016,33814337044
CMR,2017,36098547033
CMR,2018,39955552190
CMR,2019,39667757528
CMR,2020,40773241177
CMR,2021,45011937347
CMR,2022,44347206073
CMR,2023,48814501547
CMR,2024,53296694320
CMR,2025,
COD,2000,19088046306
COD,2001,7438189100
COD,2002,8728038525
COD,2003,8937567060
COD,2004,10297483481
COD,2005,12609728573
COD,2006,15484044535
COD,2007,18374807773
COD,2008,22723488723
COD,2009,18607259481
COD,2010,24161641931
COD,2011,26392379642
COD,2012,30029369929
COD,2013,34891189160
COD,2014,38352980553
COD,2015,40179574490
COD,2016,38600224214
COD,2017,37537521566
COD,2018,46659954092
COD,2019,46845900350
COD,2020,46691989749
COD,2021,59067289574
COD,2022,70422346142
COD,2023,69843655425
COD,2024,70962185791
COD,2025,
COG,2000,3227927698
COG,2001,2796704604
COG,2002,3034250924
COG,2003,3503723088
COG,2004,4656974940
COG,2005,6650001680
COG,2006,8072305029
COG,2007,8782703437
COG,2008,11649857673
COG,2009,9723299915
COG,2010,13148396212
COG,2011,15655383577
COG,2012,17692911296
COG,2013,17958720699
COG,2014,17919321078
COG,2015,12434793867
COG,2016,10931328151
COG,2017,11834473039
COG,2018,14773900289
COG,2019,13976637780
COG,2020,11468687464
COG,2021,14825690211
COG,2022,15817030155
COG,2023,15321055823
COG,2024,15719986077
COG,2025,
COL,2000,99875074951
COL,2001,98200641203
COL,2002,97945812803
COL,2003,94644969157
COL,2004,1.17092E+11
COL,2005,1.45601E+11
COL,2006,1.61793E+11
COL,2007,2.0623E+11
COL,2008,2.42504E+11
COL,2009,2.32469E+11
COL,2010,2.86499E+11
COL,2011,3.34966E+11
COL,2012,3.70691E+11
COL,2013,3.82094E+11
COL,2014,3.81241E+11
COL,2015,2.93492E+11
COL,2016,2.8272E+11
COL,2017,3.11867E+11
COL,2018,3.34198E+11
COL,2019,3.23032E+11
COL,2020,2.70348E+11
COL,2021,3.18525E+11
COL,2022,3.45632E+11
COL,2023,3.66292E+11
COL,2024,4.18818E+11
COL,2025,
COM,2000,339504306.3
COM,2001,372746486.2
COM,2002,427360070.3
COM,2003,546830040.5
COM,2004,622679660.4
COM,2005,655375095.9
COM,2006,688498641.5
COM,2007,795673152.9
COM,2008,915659108
COM,2009,905341172.7
COM,2010,907978730.9
COM,2011,1023086274
COM,2012,1015843491
COM,2013,1116224107
COM,2014,1149587661
COM,2015,966029600.9
COM,2016,1012835493
COM,2017,1077439757
COM,2018,1178530633
COM,2019,1187915409
COM,2020,1218763671
COM,2021,1272238391
COM,2022,1222485532
COM,2023,1326836543
COM,2024,1440991455
COM,2025,
CPV,2000,539227277.6
CPV,2001,563090490.4
CPV,2002,620507387.5
CPV,2003,813260468.9
CPV,2004,924940011.8
CPV,2005,972241676.9
CPV,2006,1107571458
CPV,2007,1649621739
CPV,2008,1959620648
CPV,2009,1852334575
CPV,2010,1824751468
CPV,2011,2046817987
CPV,2012,1913081210
CPV,2013,2028910915
CPV,2014,2041930125
CPV,2015,1749857620
CPV,2016,1849789986
CPV,2017,1996741540
CPV,2018,2205099507
CPV,2019,2252177124
CPV,2020,1821565614
CPV,2021,2051842619
CPV,2022,2247003344
CPV,2023,2504525549
CPV,2024,2725414151
CPV,2025,
CRI,2000,15013629662
CRI,2001,15976174337
CRI,2002,16578820687
CRI,2003,17271760507
CRI,2004,18610594846
CRI,2005,20040642477
CRI,2006,22715540324
CRI,2007,26884700709
CRI,2008,30801745700
CRI,2009,30745714313
CRI,2010,37658616952
CRI,2011,42762613699
CRI,2012,47231655432
CRI,2013,50949668842
CRI,2014,52016408854
CRI,2015,56441920821
CRI,2016,58847019610
CRI,2017,60516044657
CRI,2018,62420164992
CRI,2019,64417670521
CRI,2020,62395610760
CRI,2021,64960725734
CRI,2022,69243626029
CRI,2023,86497941439
CRI,2024,95350423177
CRI,2025,
CSS,2000,25625542926
CSS,2001,26504661126
CSS,2002,27742046925
CSS,2003,30589389406
CSS,2004,33597817092
CSS,2005,38224293959
CSS,2006,44325879983
CSS,2007,49739222993
CSS,2008,57296315262
CSS,2009,47913515379
CSS,2010,53047626322
CSS,2011,56828150706
CSS,2012,60427163825
CSS,2013,62064949752
CSS,2014,64075043973
CSS,2015,62545153672
CSS,2016,58073168350
CSS,2017,59690101434
CSS,2018,61252081220
CSS,2019,62185458483
CSS,2020,53320869431
CSS,2021,62687149265
CSS,2022,78506430711
CSS,2023,79534673453
CSS,2024,90344593407
CSS,2025,
CUB,2000,30565400000
CUB,2001,31682400000
CUB,2002,33590500000
CUB,2003,35901200000
CUB,2004,38203000000
CUB,2005,42643836100
CUB,2006,48835925926
CUB,2007,54262870370
CUB,2008,56302129630
CUB,2009,57481481481
CUB,2010,59562962963
CUB,2011,68990000000
CUB,2012,73141000000
CUB,2013,77148000000
CUB,2014,80656100000
CUB,2015,87132800000
CUB,2016,91370407900
CUB,2017,96850649700
CUB,2018,1.0005E+11
CUB,2019,1.03428E+11
CUB,2020,1.07352E+11
CUB,2021,
CUB,2022,
CUB,2023,
CUB,2024,
CUB,2025,
CUW,2000,2120511229
CUW,2001,2143450726
CUW,2002,2160784693
CUW,2003,2202117374
CUW,2004,2237160503
CUW,2005,2344637263
CUW,2006,2457581732
CUW,2007,2593831508
CUW,2008,2833476145
CUW,2009,2869153184
CUW,2010,2951342793
CUW,2011,2930092237
CUW,2012,3012836257
CUW,2013,3033568606
CUW,2014,3059406995
CUW,2015,3058779212
CUW,2016,3024690188
CUW,2017,3033433248
CUW,2018,3046364820
CUW,2019,3026124116
CUW,2020,2534327592
CUW,2021,2739594360
CUW,2022,3075180835
CUW,2023,3281419347
CUW,2024,3561178196
CUW,2025,
CYM,2000,
CYM,2001,
CYM,2002,
CYM,2003,
CYM,2004,
CYM,2005,
CYM,2006,4200288282
CYM,2007,4466278031
CYM,2008,4585948969
CYM,2009,4281714618
CYM,2010,4156841164
CYM,2011,4186073160
CYM,2012,4291004486
CYM,2013,4405796081
CYM,2014,4562853582
CYM,2015,4708167255
CYM,2016,4909322200
CYM,2017,5166281293
CYM,2018,5530178499
CYM,2019,5941896600
CYM,2020,5655357984
CYM,2021,6060813808
CYM,2022,6660161212
CYM,2023,7241244269
CYM,2024,
CYM,2025,
CYP,2000,9985847314
CYP,2001,10397898907
CYP,2002,11420228846
CYP,2003,14547329558
CYP,2004,17320551250
CYP,2005,18433412511
CYP,2006,20072754987
CYP,2007,23968727074
CYP,2008,27844646258
CYP,2009,26048179949
CYP,2010,25799940078
CYP,2011,27641549302
CYP,2012,25047436975
CYP,2013,23959712861
CYP,2014,23225918260
CYP,2015,19909278417
CYP,2016,21046462281
CYP,2017,22946570629
CYP,2018,25754001368
CYP,2019,26196667100
CYP,2020,25555093854
CYP,2021,30372642502
CYP,2022,31218038929
CYP,2023,35075423857
CYP,2024,37634533332
CYP,2025,
CZE,2000,62175642238
CZE,2001,68135304464
CZE,2002,82607869610
CZE,2003,1.00436E+11
CZE,2004,1.20148E+11
CZE,2005,1.37264E+11
CZE,2006,1.56236E+11
CZE,2007,1.90041E+11
CZE,2008,2.36506E+11
CZE,2009,2.06972E+11
CZE,2010,2.11169E+11
CZE,2011,2.31429E+11
CZE,2012,2.10363E+11
CZE,2013,2.13024E+11
CZE,2014,2.10911E+11
CZE,2015,1.89108E+11
CZE,2016,1.98161E+11
CZE,2017,2.21564E+11
CZE,2018,2.51992E+11
CZE,2019,2.56794E+11
CZE,2020,2.5111E+11
CZE,2021,2.90973E+11
CZE,2022,3.01831E+11
CZE,2023,3.45059E+11
CZE,2024,3.47034E+11
CZE,2025,
DEU,2000,1.96698E+12
DEU,2001,1.96638E+12
DEU,2002,2.10235E+12
DEU,2003,2.53472E+12
DEU,2004,2.85232E+12
DEU,2005,2.89339E+12
DEU,2006,3.04631E+12
DEU,2007,3.48406E+12
DEU,2008,3.8082E+12
DEU,2009,3.47855E+12
DEU,2010,3.46709E+12
DEU,2011,3.82358E+12
DEU,2012,3.59648E+12
DEU,2013,3.80702E+12
DEU,2014,3.96487E+12
DEU,2015,3.4251E+12
DEU,2016,3.53679E+12
DEU,2017,3.76535E+12
DEU,2018,4.05543E+12
DEU,2019,3.95989E+12
DEU,2020,3.9414E+12
DEU,2021,4.35525E+12
DEU,2022,4.20102E+12
DEU,2023,4.56221E+12
DEU,2024,4.68559E+12
DEU,2025,
DJI,2000,551230861.9
DJI,2001,572417440.8
DJI,2002,591122039.6
DJI,2003,622044665.5
DJI,2004,666072101.8
DJI,2005,708633194.7
DJI,2006,768873684
DJI,2007,847918929.1
DJI,2008,999105339.3
DJI,2009,1049110685
DJI,2010,1128611700
DJI,2011,1239144502
DJI,2012,1353632942
DJI,2013,2044440443
DJI,2014,2220637966
DJI,2015,2424391785
DJI,2016,2604955229
DJI,2017,2762581334
DJI,2018,2913464658
DJI,2019,3088851450
DJI,2020,3144136197
DJI,2021,3392796953
DJI,2022,3562814909
DJI,2023,3898447007
DJI,2024,4152145940
DJI,2025,
DMA,2000,333470370.4
DMA,2001,377462963
DMA,2002,375200000
DMA,2003,373318518.5
DMA,2004,396711111.1
DMA,2005,391455555.6
DMA,2006,416674074.1
DMA,2007,444685185.2
DMA,2008,480003703.7
DMA,2009,515618518.5
DMA,2010,519859259.3
DMA,2011,532081481.5
DMA,2012,520355555.6
DMA,2013,545325925.9
DMA,2014,572255555.6
DMA,2015,583177777.8
DMA,2016,612711111.1
DMA,2017,563355555.6
DMA,2018,628244444.4
DMA,2019,644259259.3
DMA,2020,528944444.4
DMA,2021,562911111.1
DMA,2022,623062963
DMA,2023,659311111.1
DMA,2024,688881481.5
DMA,2025,
DNK,2000,1.64044E+11
DNK,2001,1.64882E+11
DNK,2002,1.78788E+11
DNK,2003,2.18421E+11
DNK,2004,2.51986E+11
DNK,2005,2.6515E+11
DNK,2006,2.83386E+11
DNK,2007,3.20213E+11
DNK,2008,3.54979E+11
DNK,2009,3.22619E+11
DNK,2010,3.22346E+11
DNK,2011,3.44316E+11
DNK,2012,3.26793E+11
DNK,2013,3.44631E+11
DNK,2014,3.52833E+11
DNK,2015,3.01759E+11
DNK,2016,3.12182E+11
DNK,2017,3.31611E+11
DNK,2018,3.55293E+11
DNK,2019,3.45401E+11
DNK,2020,3.55631E+11
DNK,2021,4.0611E+11
DNK,2022,4.00114E+11
DNK,2023,4.04652E+11
DNK,2024,4.24525E+11
DNK,2025,
DOM,2000,24305780629
DOM,2001,25601823688
DOM,2002,27137440786
DOM,2003,21403167848
DOM,2004,22322387382
DOM,2005,35777560684
DOM,2006,37879830084
DOM,2007,43965458509
DOM,2008,48091433554
DOM,2009,48223781477
DOM,2010,53801053353
DOM,2011,57948261616
DOM,2012,60561635556
DOM,2013,62555417415
DOM,2014,67014329100
DOM,2015,70966782572
DOM,2016,75552902636
DOM,2017,79070274743
DOM,2018,84994732049
DOM,2019,89146130745
DOM,2020,78546672407
DOM,2021,94850719517
DOM,2022,1.13478E+11
DOM,2023,1.20456E+11
DOM,2024,1.24282E+11
DOM,2025,
DZA,2000,54790398570
DZA,2001,59413400924
DZA,2002,61516103406
DZA,2003,73482264191
DZA,2004,91913680985
DZA,2005,1.07047E+11
DZA,2006,1.23084E+11
DZA,2007,1.42483E+11
DZA,2008,1.80384E+11
DZA,2009,1.50317E+11
DZA,2010,1.77785E+11
DZA,2011,2.18332E+11
DZA,2012,2.27144E+11
DZA,2013,2.29701E+11
DZA,2014,2.38943E+11
DZA,2015,1.87494E+11
DZA,2016,1.80764E+11
DZA,2017,1.89881E+11
DZA,2018,1.94554E+11
DZA,2019,1.9346E+11
DZA,2020,1.64873E+11
DZA,2021,1.86231E+11
DZA,2022,2.25582E+11
DZA,2023,2.47924E+11
DZA,2024,2.69322E+11
DZA,2025,
EAP,2000,1.74862E+12
EAP,2001,1.86293E+12
EAP,2002,2.06386E+12
EAP,2003,2.3379E+12
EAP,2004,2.71236E+12
EAP,2005,3.14009E+12
EAP,2006,3.78328E+12
EAP,2007,4.78705E+12
EAP,2008,6.06202E+12
EAP,2009,6.58135E+12
EAP,2010,8.00861E+12
EAP,2011,9.77426E+12
EAP,2012,1.09053E+13
EAP,2013,1.20475E+13
EAP,2014,1.30047E+13
EAP,2015,1.35489E+13
EAP,2016,1.38441E+13
EAP,2017,1.51156E+13
EAP,2018,1.69021E+13
EAP,2019,1.75033E+13
EAP,2020,1.78052E+13
EAP,2021,2.12314E+13
EAP,2022,2.15639E+13
EAP,2023,2.16444E+13
EAP,2024,2.22608E+13
EAP,2025,
EAR,2000,3.3783E+12
EAR,2001,3.35182E+12
EAR,2002,3.25579E+12
EAR,2003,3.62251E+12
EAR,2004,4.20973E+12
EAR,2005,4.89783E+12
EAR,2006,5.60039E+12
EAR,2007,6.63105E+12
EAR,2008,7.4618E+12
EAR,2009,7.17912E+12
EAR,2010,8.71972E+12
EAR,2011,9.8327E+12
EAR,2012,1.02751E+13
EAR,2013,1.03303E+13
EAR,2014,1.05334E+13
EAR,2015,1.01273E+13
EAR,2016,1.04232E+13
EAR,2017,1.13206E+13
EAR,2018,1.14789E+13
EAR,2019,1.16866E+13
EAR,2020,1.08233E+13
EAR,2021,1.2695E+13
EAR,2022,1.40347E+13
EAR,2023,1.49335E+13
EAR,2024,1.58083E+13
EAR,2025,
EAS,2000,8.41245E+12
EAS,2001,7.82646E+12
EAS,2002,7.95617E+12
EAS,2003,8.75345E+12
EAS,2004,9.81968E+12
EAS,2005,1.04827E+13
EAS,2006,1.11197E+13
EAS,2007,1.24375E+13
EAS,2008,1.43435E+13
EAS,2009,1.47643E+13
EAS,2010,1.72393E+13
EAS,2011,1.99787E+13
EAS,2012,2.13823E+13
EAS,2013,2.16593E+13
EAS,2014,2.23722E+13
EAS,2015,2.22991E+13
EAS,2016,2.30897E+13
EAS,2017,2.46562E+13
EAS,2018,2.68536E+13
EAS,2019,2.74273E+13
EAS,2020,2.75788E+13
EAS,2021,3.16757E+13
EAS,2022,3.12663E+13
EAS,2023,3.14178E+13
EAS,2024,3.20172E+13
EAS,2025,
ECA,2000,3.91259E+11
ECA,2001,3.35649E+11
ECA,2002,3.90532E+11
ECA,2003,4.98092E+11
ECA,2004,6.41341E+11
ECA,2005,7.98897E+11
ECA,2006,9.29638E+11
ECA,2007,1.17154E+12
ECA,2008,1.40243E+12
ECA,2009,1.16981E+12
ECA,2010,1.38508E+12
ECA,2011,1.57424E+12
ECA,2012,1.65898E+12
ECA,2013,1.80869E+12
ECA,2014,1.73523E+12
ECA,2015,1.51047E+12
ECA,2016,1.45017E+12
ECA,2017,1.4996E+12
ECA,2018,1.47749E+12
ECA,2019,1.50868E+12
ECA,2020,1.44608E+12
ECA,2021,1.68096E+12
ECA,2022,1.82024E+12
ECA,2023,2.14324E+12
ECA,2024,2.45118E+12
ECA,2025,
ECS,2000,1.00844E+13
ECS,2001,1.0189E+13
ECS,2002,1.11566E+13
ECS,2003,1.35671E+13
ECS,2004,1.58148E+13
ECS,2005,1.6835E+13
ECS,2006,1.82368E+13
ECS,2007,2.13083E+13
ECS,2008,2.34536E+13
ECS,2009,2.06484E+13
ECS,2010,2.11187E+13
ECS,2011,2.3432E+13
ECS,2012,2.25606E+13
ECS,2013,2.35741E+13
ECS,2014,2.39205E+13
ECS,2015,2.06034E+13
ECS,2016,2.05284E+13
ECS,2017,2.17915E+13
ECS,2018,2.33426E+13
ECS,2019,2.30675E+13
ECS,2020,2.23225E+13
ECS,2021,2.55729E+13
ECS,2022,2.57987E+13
ECS,2023,2.77329E+13
ECS,2024,2.92918E+13
ECS,2025,
ECU,2000,17539454727
ECU,2001,23127055000
ECU,2002,27054197000
ECU,2003,30965208000
ECU,2004,35194947000
ECU,2005,40278849000
ECU,2006,45690762000
ECU,2007,49848725000
ECU,2008,61139438000
ECU,2009,60094978000
ECU,2010,68151329000
ECU,2011,78986648000
ECU,2012,87735048000
ECU,2013,96570334000
ECU,2014,1.02718E+11
ECU,2015,97209558000
ECU,2016,97671433000
ECU,2017,1.04467E+11
ECU,2018,1.07479E+11
ECU,2019,1.07596E+11
ECU,2020,95865473000
ECU,2021,1.07179E+11
ECU,2022,1.16133E+11
ECU,2023,1.21147E+11
ECU,2024,1.24676E+11
ECU,2025,
EGY,2000,99838543960
EGY,2001,96684636119
EGY,2002,85146067416
EGY,2003,80288461538
EGY,2004,78782467532
EGY,2005,89660339660
EGY,2006,1.07426E+11
EGY,2007,1.30438E+11
EGY,2008,1.62818E+11
EGY,2009,1.89147E+11
EGY,2010,2.18984E+11
EGY,2011,2.3599E+11
EGY,2012,2.79117E+11
EGY,2013,2.88434E+11
EGY,2014,3.05595E+11
EGY,2015,3.29367E+11
EGY,2016,3.32442E+11
EGY,2017,2.48363E+11
EGY,2018,2.62589E+11
EGY,2019,3.18679E+11
EGY,2020,3.83818E+11
EGY,2021,4.24672E+11
EGY,2022,4.76748E+11
EGY,2023,3.95926E+11
EGY,2024,3.8906E+11
EGY,2025,
EMU,2000,6.52863E+12
EMU,2001,6.6319E+12
EMU,2002,7.24186E+12
EMU,2003,8.92123E+12
EMU,2004,1.0231E+13
EMU,2005,1.06118E+13
EMU,2006,1.12883E+13
EMU,2007,1.30003E+13
EMU,2008,1.42957E+13
EMU,2009,1.30831E+13
EMU,2010,1.27847E+13
EMU,2011,1.38086E+13
EMU,2012,1.27849E+13
EMU,2013,1.33573E+13
EMU,2014,1.36821E+13
EMU,2015,1.18298E+13
EMU,2016,1.21233E+13
EMU,2017,1.2842E+13
EMU,2018,1.38718E+13
EMU,2019,1.35898E+13
EMU,2020,1.32676E+13
EMU,2021,1.49246E+13
EMU,2022,1.44882E+13
EMU,2023,1.58548E+13
EMU,2024,1.64854E+13
EMU,2025,
ERI,2000,706370815.6
ERI,2001,752371688.7
ERI,2002,729321680.2
ERI,2003,870248267.6
ERI,2004,1109054005
ERI,2005,1098424686
ERI,2006,1211161880
ERI,2007,1317974491
ERI,2008,1380188800
ERI,2009,1856695551
ERI,2010,1589515447
ERI,2011,2065001626
ERI,2012,
ERI,2013,
ERI,2014,
ERI,2015,
ERI,2016,
ERI,2017,
ERI,2018,
ERI,2019,
ERI,2020,
ERI,2021,
ERI,2022,
ERI,2023,
ERI,2024,
ERI,2025,
ESP,2000,5.98103E+11
ESP,2001,6.27799E+11
ESP,2002,7.08938E+11
ESP,2003,9.07963E+11
ESP,2004,1.06983E+12
ESP,2005,1.15467E+12
ESP,2006,1.26185E+12
ESP,2007,1.47675E+12
ESP,2008,1.63612E+12
ESP,2009,1.49659E+12
ESP,2010,1.42799E+12
ESP,2011,1.48757E+12
ESP,2012,1.33099E+12
ESP,2013,1.36219E+12
ESP,2014,1.38024E+12
ESP,2015,1.20616E+12
ESP,2016,1.24302E+12
ESP,2017,1.32175E+12
ESP,2018,1.43164E+12
ESP,2019,1.4035E+12
ESP,2020,1.28978E+12
ESP,2021,1.46124E+12
ESP,2022,1.44885E+12
ESP,2023,1.61948E+12
ESP,2024,1.72567E+12
ESP,2025,
EST,2000,5686579748
EST,2001,6250218423
EST,2002,7370119619
EST,2003,9876595528
EST,2004,12148595031
EST,2005,14109491357
EST,2006,17025671810
EST,2007,22450264166
EST,2008,24342935404
EST,2009,19633984440
EST,2010,19524355419
EST,2011,23303915795
EST,2012,23237406116
EST,2013,25451032781
EST,2014,27055689003
EST,2015,23311847751
EST,2016,24561027788
EST,2017,27469461919
EST,2018,31222632741
EST,2019,31873748770
EST,2020,31820771494
EST,2021,37201101171
EST,2022,38226641740
EST,2023,41470344395
EST,2024,43130419829
EST,2025,
ETH,2000,8242349618
ETH,2001,8231326016
ETH,2002,7850809498
ETH,2003,8623691300
ETH,2004,10131187261
ETH,2005,12401139454
ETH,2006,15280861835
ETH,2007,19707616773
ETH,2008,27066912635
ETH,2009,32437389116
ETH,2010,29933790334
ETH,2011,31952763089
ETH,2012,43310721414
ETH,2013,47648276605
ETH,2014,55612228234
ETH,2015,62103418182
ETH,2016,68475871210
ETH,2017,76366081767
ETH,2018,83337901072
ETH,2019,91834517113
ETH,2020,98676811061
ETH,2021,1.09071E+11
ETH,2022,1.2314E+11
ETH,2023,1.35874E+11
ETH,2024,1.4974E+11
ETH,2025,
EUU,2000,7.28848E+12
EUU,2001,7.40762E+12
EUU,2002,8.10043E+12
EUU,2003,9.95686E+12
EUU,2004,1.14491E+13
EUU,2005,1.19543E+13
EUU,2006,1.27684E+13
EUU,2007,1.47895E+13
EUU,2008,1.63645E+13
EUU,2009,1.48448E+13
EUU,2010,1.46418E+13
EUU,2011,1.58747E+13
EUU,2012,1.47319E+13
EUU,2013,1.53985E+13
EUU,2014,1.57636E+13
EUU,2015,1.36563E+13
EUU,2016,1.39881E+13
EUU,2017,1.48713E+13
EUU,2018,1.60924E+13
EUU,2019,1.58091E+13
EUU,2020,1.55041E+13
EUU,2021,1.74952E+13
EUU,2022,1.70236E+13
EUU,2023,1.86591E+13
EUU,2024,1.94971E+13
EUU,2025,
FCS,2000,4.66929E+11
FCS,2001,4.57048E+11
FCS,2002,4.46089E+11
FCS,2003,4.69848E+11
FCS,2004,5.95876E+11
FCS,2005,7.56354E+11
FCS,2006,9.47253E+11
FCS,2007,1.16067E+12
FCS,2008,1.48431E+12
FCS,2009,1.34262E+12
FCS,2010,1.59665E+12
FCS,2011,1.66551E+12
FCS,2012,1.85587E+12
FCS,2013,1.8256E+12
FCS,2014,1.78761E+12
FCS,2015,1.48166E+12
FCS,2016,1.35813E+12
FCS,2017,1.44303E+12
FCS,2018,1.55621E+12
FCS,2019,1.81145E+12
FCS,2020,1.61023E+12
FCS,2021,1.74034E+12
FCS,2022,1.91827E+12
FCS,2023,1.77872E+12
FCS,2024,1.6529E+12
FCS,2025,
FIN,2000,1.25968E+11
FIN,2001,1.2952E+11
FIN,2002,1.40361E+11
FIN,2003,1.71613E+11
FIN,2004,1.97458E+11
FIN,2005,2.04859E+11
FIN,2006,2.17044E+11
FIN,2007,2.5636E+11
FIN,2008,2.85699E+11
FIN,2009,2.53481E+11
FIN,2010,2.4943E+11
FIN,2011,2.75127E+11
FIN,2012,2.57443E+11
FIN,2013,2.70268E+11
FIN,2014,2.73479E+11
FIN,2015,2.33211E+11
FIN,2016,2.38778E+11
FIN,2017,2.53846E+11
FIN,2018,2.73869E+11
FIN,2019,2.67015E+11
FIN,2020,2.7E+11
FIN,2021,2.94223E+11
FIN,2022,2.80253E+11
FIN,2023,2.95022E+11
FIN,2024,2.98697E+11
FIN,2025,
FJI,2000,1678219508
FJI,2001,1652462023
FJI,2002,1833279985
FJI,2003,2300492465
FJI,2004,2708078477
FJI,2005,2980403845
FJI,2006,3076305453
FJI,2007,3378314600
FJI,2008,3523185920
FJI,2009,2870624636
FJI,2010,3140166713
FJI,2011,3779411899
FJI,2012,3972028104
FJI,2013,4189967999
FJI,2014,4857104769
FJI,2015,4682479894
FJI,2016,4930213644
FJI,2017,5353469174
FJI,2018,5581425327
FJI,2019,5344907153
FJI,2020,4227719873
FJI,2021,4158873156
FJI,2022,4977861886
FJI,2023,5476673518
FJI,2024,5968125909
FJI,2025,
FRA,2000,1.36096E+12
FRA,2001,1.37038E+12
FRA,2002,1.49243E+12
FRA,2003,1.8351E+12
FRA,2004,2.10979E+12
FRA,2005,2.19215E+12
FRA,2006,2.31786E+12
FRA,2007,2.65582E+12
FRA,2008,2.9268E+12
FRA,2009,2.70008E+12
FRA,2010,2.64623E+12
FRA,2011,2.87041E+12
FRA,2012,2.68301E+12
FRA,2013,2.81608E+12
FRA,2014,2.86124E+12
FRA,2015,2.44248E+12
FRA,2016,2.47041E+12
FRA,2017,2.58887E+12
FRA,2018,2.78158E+12
FRA,2019,2.72279E+12
FRA,2020,2.64793E+12
FRA,2021,2.96643E+12
FRA,2022,2.79479E+12
FRA,2023,3.05625E+12
FRA,2024,3.16044E+12
FRA,2025,
FRO,2000,1067109531
FRO,2001,1160268212
FRO,2002,1275093689
FRO,2003,1501941581
FRO,2004,1724770771
FRO,2005,1759739599
FRO,2006,2017680835
FRO,2007,2339015313
FRO,2008,2489873250
FRO,2009,2296065170
FRO,2010,2331796784
FRO,2011,2505740669
FRO,2012,2427200389
FRO,2013,2690110521
FRO,2014,2914012679
FRO,2015,2573905971
FRO,2016,2813278869
FRO,2017,2980057378
FRO,2018,3188600927
FRO,2019,3266432734
FRO,2020,3271813312
FRO,2021,3699551717
FRO,2022,3615241801
FRO,2023,3943131022
FRO,2024,4052937170
FRO,2025,
FSM,2000,229616847.6
FSM,2001,236387710.8
FSM,2002,237654335.8
FSM,2003,240949861.1
FSM,2004,235538109.2
FSM,2005,245905050.8
FSM,2006,248583534.8
FSM,2007,252011254.2
FSM,2008,258124736.3
FSM,2009,274654606.9
FSM,2010,290638857.1
FSM,2011,306799375.5
FSM,2012,322838077.6
FSM,2013,312808581.7
FSM,2014,313994034
FSM,2015,310175057.8
FSM,2016,325000000
FSM,2017,359000000
FSM,2018,392000000
FSM,2019,394000000
FSM,2020,372902700
FSM,2021,391601900
FSM,2022,415956900
FSM,2023,441469400
FSM,2024,471425099.5
FSM,2025,
GAB,2000,5080483629
GAB,2001,5023265413
GAB,2002,5335451100
GAB,2003,6511903365
GAB,2004,7770219008
GAB,2005,9582783991
GAB,2006,10327598306
GAB,2007,12455409587
GAB,2008,15571348344
GAB,2009,12113699068
GAB,2010,14372593020
GAB,2011,18210307744
GAB,2012,17170464016
GAB,2013,17595744798
GAB,2014,18203966896
GAB,2015,14383107763
GAB,2016,14023890265
GAB,2017,14929487485
GAB,2018,16867326402
GAB,2019,16874405465
GAB,2020,15342236164
GAB,2021,19444935097
GAB,2022,20440655695
GAB,2023,19388372071
GAB,2024,20895684426
GAB,2025,
GBR,2000,1.6716E+12
GBR,2001,1.65617E+12
GBR,2002,1.79054E+12
GBR,2003,2.06123E+12
GBR,2004,2.42977E+12
GBR,2005,2.55136E+12
GBR,2006,2.71956E+12
GBR,2007,3.1047E+12
GBR,2008,2.94525E+12
GBR,2009,2.42936E+12
GBR,2010,2.49674E+12
GBR,2011,2.67559E+12
GBR,2012,2.71972E+12
GBR,2013,2.79691E+12
GBR,2014,3.08536E+12
GBR,2015,2.94558E+12
GBR,2016,2.70681E+12
GBR,2017,2.69912E+12
GBR,2018,2.89703E+12
GBR,2019,2.87571E+12
GBR,2020,2.724E+12
GBR,2021,3.19456E+12
GBR,2022,3.18124E+12
GBR,2023,3.4208E+12
GBR,2024,3.68603E+12
GBR,2025,
GEO,2000,3057475335
GEO,2001,3219462262
GEO,2002,3395766678
GEO,2003,3991377904
GEO,2004,5125365192
GEO,2005,6410912050
GEO,2006,7745250734
GEO,2007,10172931089
GEO,2008,12795145131
GEO,2009,10766920066
GEO,2010,12426907967
GEO,2011,15475290469
GEO,2012,16894392033
GEO,2013,17517660144
GEO,2014,17966015109
GEO,2015,15223796149
GEO,2016,15444548902
GEO,2017,16473125375
GEO,2018,17902544881
GEO,2019,17638337117
GEO,2020,16010869216
GEO,2021,18853115589
GEO,2022,24984568960
GEO,2023,30777833601
GEO,2024,34189423545
GEO,2025,
GHA,2000,4982850662
GHA,2001,5314872854
GHA,2002,6166197848
GHA,2003,7632723556
GHA,2004,8881417907
GHA,2005,10744568381
GHA,2006,20885037597
GHA,2007,24827339138
GHA,2008,28679383241
GHA,2009,26048720006
GHA,2010,32197655567
GHA,2011,39336668081
GHA,2012,41271701061
